"","EorP","CapShape","CapSurf","CapColor","Bruises","Odor","GillAtt","GillSpace","GillSize","GillColor","StalkShape","StalkRoot","SsurfAbove","SsurfBelow","ScolorAbove","ScolorBelow","VeilType","VeilColor","RingNum","RingType","Spore","Pop","Habitat"
"4728","p","x","y","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","g"
"4729","p","x","f","y","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","d"
"4730","p","f","f","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","g"
"4731","p","f","y","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4732","p","f","y","g","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","y","g"
"4733","e","f","y","n","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","n","y","d"
"4734","p","x","y","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","g"
"4735","e","f","f","e","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","k","y","d"
"4736","p","x","f","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","d"
"4737","p","x","y","g","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","y","p"
"4738","p","f","y","g","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4739","p","x","f","y","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","p"
"4740","p","f","f","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","d"
"4741","p","f","f","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","d"
"4742","p","f","y","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4743","p","f","y","g","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","g"
"4744","p","x","f","y","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","d"
"4745","p","x","y","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4746","p","f","f","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","d"
"4747","p","x","y","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","y","d"
"4748","p","f","f","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","p"
"4749","p","f","y","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","d"
"4750","p","x","f","p","f","c","f","w","n","p","e","b","s","s","w","w","p","w","o","p","k","s","d"
"4751","p","f","f","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","d"
"4752","p","x","y","g","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","d"
"4753","p","x","y","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","g"
"4754","p","x","y","g","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","v","d"
"4755","p","f","y","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","p"
"4756","p","x","y","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","y","p"
"4757","p","x","f","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","d"
"4758","p","f","y","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","d"
"4759","p","f","y","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","g"
"4760","p","x","y","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","d"
"4761","p","f","f","y","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","y","d"
"4762","p","x","y","g","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","d"
"4763","p","x","y","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","d"
"4764","p","x","y","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","d"
"4765","p","x","y","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","y","g"
"4766","p","x","f","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","v","g"
"4767","p","x","y","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","d"
"4768","p","f","f","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","p"
"4769","p","f","f","g","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","v","g"
"4770","p","x","y","g","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","p"
"4771","p","x","f","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","d"
"4772","p","x","y","g","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","d"
"4773","p","f","f","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","p"
"4774","p","x","y","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4775","p","x","f","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","d"
"4776","p","f","y","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","d"
"4777","p","f","f","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4778","e","x","s","p","t","n","f","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","w"
"4779","p","f","f","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","d"
"4780","p","x","s","p","f","c","f","w","n","g","e","b","s","s","w","w","p","w","o","p","k","v","d"
"4781","p","x","f","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","y","g"
"4782","p","f","f","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","y","p"
"4783","p","x","f","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","g"
"4784","e","f","f","e","t","n","f","c","b","p","t","b","s","s","p","p","p","w","o","p","n","y","d"
"4785","p","x","y","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","v","d"
"4786","p","x","f","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","g"
"4787","p","f","y","g","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","g"
"4788","p","f","f","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","g"
"4789","e","f","y","n","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","n","v","d"
"4790","p","x","y","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4791","p","f","f","g","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","v","p"
"4792","p","x","y","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4793","p","f","f","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","d"
"4794","p","f","y","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","d"
"4795","p","f","y","g","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","g"
"4796","p","f","f","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","g"
"4797","p","x","y","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","y","g"
"4798","p","f","y","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4799","p","x","y","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","g"
"4800","e","f","f","g","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","n","y","d"
"4801","p","x","s","g","t","f","f","c","b","h","t","b","f","s","w","w","p","w","o","p","h","s","g"
"4802","p","x","y","n","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"4803","p","f","s","g","t","f","f","c","b","p","t","b","s","f","w","w","p","w","o","p","h","v","g"
"4804","p","f","y","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","g"
"4805","p","f","y","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","g"
"4806","p","f","y","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","d"
"4807","e","f","y","e","t","n","f","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","w"
"4808","p","f","y","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","p"
"4809","p","x","f","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","g"
"4810","p","f","f","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","d"
"4811","p","x","y","y","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","d"
"4812","p","f","f","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","g"
"4813","e","f","y","n","t","n","f","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","w"
"4814","p","f","y","g","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","g"
"4815","p","k","f","n","f","n","f","c","n","w","e","?","k","y","w","n","p","w","o","e","w","v","d"
"4816","p","f","f","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","d"
"4817","p","f","f","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","p"
"4818","p","x","y","n","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"4819","p","f","f","g","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","d"
"4820","p","f","f","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4821","p","f","s","w","t","f","f","c","b","w","t","b","f","f","w","w","p","w","o","p","h","v","g"
"4822","p","f","f","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","v","d"
"4823","p","x","y","g","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","g"
"4824","p","x","f","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","g"
"4825","e","x","y","e","t","n","f","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","w"
"4826","p","f","y","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","d"
"4827","p","b","f","y","f","n","f","c","n","w","e","?","k","y","w","n","p","w","o","e","w","v","d"
"4828","p","f","y","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","d"
"4829","p","x","s","g","t","f","f","c","b","p","t","b","f","f","w","w","p","w","o","p","h","s","u"
"4830","p","f","y","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","d"
"4831","p","f","f","y","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","g"
"4832","e","k","y","e","t","n","f","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","w"
"4833","p","f","f","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4834","p","f","f","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4835","e","k","y","n","f","n","f","w","n","w","e","b","f","s","w","n","p","w","o","e","w","v","l"
"4836","p","x","s","w","f","c","f","c","n","p","e","b","s","s","w","w","p","w","o","p","n","v","d"
"4837","p","x","f","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","g"
"4838","p","x","f","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","v","p"
"4839","p","x","f","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","d"
"4840","p","f","y","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","p"
"4841","p","b","s","b","t","n","f","c","b","g","e","b","s","s","w","w","p","w","t","p","r","v","g"
"4842","p","x","s","w","t","f","f","c","b","h","t","b","f","f","w","w","p","w","o","p","h","v","g"
"4843","e","f","y","e","t","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","n","y","d"
"4844","p","b","s","w","t","n","f","c","b","g","e","b","s","s","w","w","p","w","t","p","r","v","m"
"4845","e","f","y","p","t","n","f","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","w"
"4846","p","x","s","w","t","f","f","c","b","p","t","b","f","f","w","w","p","w","o","p","h","v","g"
"4847","e","k","y","n","t","n","f","c","b","w","e","?","s","s","w","w","p","w","t","e","w","c","w"
"4848","p","x","y","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4849","p","f","s","b","t","f","f","c","b","h","t","b","f","s","w","w","p","w","o","p","h","v","u"
"4850","p","f","y","g","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","d"
"4851","p","x","y","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","d"
"4852","p","x","y","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","d"
"4853","p","x","f","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4854","p","x","y","y","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","v","d"
"4855","p","x","y","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","d"
"4856","p","x","f","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","p"
"4857","p","x","y","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4858","p","f","f","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","p"
"4859","e","k","s","e","t","n","f","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","w"
"4860","e","f","y","n","t","n","f","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","w"
"4861","e","f","s","b","t","n","f","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","w"
"4862","p","x","y","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","d"
"4863","e","f","f","g","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","n","v","d"
"4864","p","f","f","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4865","p","f","y","g","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","y","g"
"4866","p","x","s","g","t","f","f","c","b","p","t","b","f","f","w","w","p","w","o","p","h","v","g"
"4867","p","f","f","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","p"
"4868","p","x","f","y","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","y","d"
"4869","p","f","f","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","g"
"4870","p","x","y","n","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l"
"4871","p","f","f","g","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","p"
"4872","e","f","y","n","t","n","f","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","w"
"4873","e","f","y","e","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","k","v","d"
"4874","p","f","y","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","g"
"4875","p","x","y","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","p"
"4876","p","f","f","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","d"
"4877","e","f","f","e","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","n","v","d"
"4878","p","x","y","y","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","v","p"
"4879","p","f","f","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4880","p","f","f","g","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4881","p","f","y","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","y","d"
"4882","p","x","y","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","d"
"4883","p","b","y","w","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","r","v","m"
"4884","p","f","f","y","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4885","p","x","y","n","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","d"
"4886","p","f","f","g","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","g"
"4887","p","x","y","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","v","g"
"4888","p","f","y","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4889","e","f","y","p","t","n","f","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","w"
"4890","p","x","s","w","t","f","f","c","b","h","t","b","s","s","w","w","p","w","o","p","h","s","g"
"4891","p","f","y","g","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","g"
"4892","p","x","y","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4893","p","x","f","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","g"
"4894","p","f","s","b","t","f","f","c","b","w","t","b","f","s","w","w","p","w","o","p","h","s","u"
"4895","p","x","f","g","f","c","f","c","n","g","e","b","s","s","w","w","p","w","o","p","k","v","d"
"4896","p","x","f","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4897","p","f","y","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","g"
"4898","p","f","y","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4899","e","x","y","r","f","n","f","c","n","p","e","?","s","f","w","w","p","w","o","f","h","y","d"
"4900","e","f","y","w","f","n","f","c","n","h","e","?","s","f","w","w","p","w","o","f","h","v","d"
"4901","p","x","f","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","d"
"4902","p","f","y","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","p"
"4903","p","f","y","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","y","g"
"4904","p","x","y","e","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"4905","p","x","y","e","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","l"
"4906","p","x","y","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","d"
"4907","p","x","y","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","v","g"
"4908","p","f","f","g","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","d"
"4909","p","x","y","g","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","y","g"
"4910","p","x","y","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","d"
"4911","p","f","f","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4912","e","f","s","e","t","n","f","c","b","w","e","?","s","s","w","e","p","w","t","e","w","c","w"
"4913","p","f","f","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","p"
"4914","p","x","y","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4915","p","f","s","g","t","f","f","c","b","p","t","b","f","s","w","w","p","w","o","p","h","s","g"
"4916","p","f","f","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","g"
"4917","p","x","y","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","d"
"4918","p","x","f","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4919","p","x","s","g","t","f","f","c","b","h","t","b","f","f","w","w","p","w","o","p","h","v","u"
"4920","p","f","y","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","g"
"4921","p","f","f","g","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","g"
"4922","p","x","s","w","f","c","f","c","n","n","e","b","s","s","w","w","p","w","o","p","k","v","d"
"4923","p","f","y","g","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4924","e","f","y","e","t","n","f","c","b","u","t","b","s","s","p","w","p","w","o","p","n","y","d"
"4925","p","x","f","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","g"
"4926","p","x","y","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4927","e","k","s","b","t","n","f","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","w"
"4928","p","f","f","y","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","g"
"4929","p","f","f","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","d"
"4930","p","x","y","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","g"
"4931","e","x","f","n","f","n","f","w","n","w","e","b","s","f","w","n","p","w","o","e","w","v","l"
"4932","e","x","y","e","t","n","f","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","w"
"4933","p","x","y","g","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4934","p","x","f","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","g"
"4935","p","f","s","g","t","f","f","c","b","h","t","b","f","f","w","w","p","w","o","p","h","v","g"
"4936","p","x","y","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","g"
"4937","p","f","y","g","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","v","p"
"4938","p","x","y","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","g"
"4939","p","x","y","n","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"4940","e","k","s","b","t","n","f","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","w"
"4941","p","f","f","y","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","y","d"
"4942","p","x","f","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4943","p","f","y","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4944","p","x","f","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","v","d"
"4945","p","f","y","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","g"
"4946","e","k","s","p","t","n","f","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","w"
"4947","p","f","y","n","f","n","f","c","n","w","e","?","k","y","w","n","p","w","o","e","w","v","d"
"4948","p","x","y","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","d"
"4949","p","x","f","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","d"
"4950","p","x","y","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","p"
"4951","p","f","s","b","t","f","f","c","b","w","t","b","f","f","w","w","p","w","o","p","h","v","u"
"4952","e","f","s","b","t","n","f","c","b","w","e","?","s","s","w","w","p","w","t","e","w","c","w"
"4953","p","f","s","w","t","f","f","c","b","w","t","b","f","f","w","w","p","w","o","p","h","s","u"
"4954","p","f","y","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","p"
"4955","p","x","f","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4956","p","f","y","g","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","p"
"4957","p","f","y","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","y","g"
"4958","p","f","f","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","d"
"4959","p","x","s","b","t","f","f","c","b","h","t","b","s","s","w","w","p","w","o","p","h","v","u"
"4960","p","f","f","g","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4961","p","x","y","g","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","d"
"4962","p","f","f","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","g"
"4963","p","f","y","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","y","d"
"4964","p","f","s","g","t","f","f","c","b","p","t","b","s","f","w","w","p","w","o","p","h","s","u"
"4965","e","f","s","b","t","n","f","c","b","w","e","?","s","s","w","e","p","w","t","e","w","c","w"
"4966","e","x","s","p","t","n","f","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","w"
"4967","e","k","s","n","t","n","f","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","w"
"4968","p","f","y","p","t","n","f","c","b","g","e","b","s","s","w","w","p","w","t","p","r","v","g"
"4969","p","f","y","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","p"
"4970","p","x","y","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4971","p","f","f","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","g"
"4972","p","f","f","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","d"
"4973","p","x","f","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","y","p"
"4974","p","f","f","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","d"
"4975","p","f","y","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","d"
"4976","p","f","y","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","d"
"4977","p","f","f","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","v","g"
"4978","p","f","y","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","g"
"4979","p","x","y","y","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","d"
"4980","p","x","y","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","p"
"4981","p","f","y","g","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","g"
"4982","p","f","f","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","y","d"
"4983","p","x","y","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4984","p","x","y","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4985","e","f","y","u","f","n","f","c","n","w","e","?","s","f","w","w","p","w","o","f","h","y","d"
"4986","p","f","f","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","g"
"4987","p","x","y","n","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l"
"4988","p","x","y","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","g"
"4989","p","x","y","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4990","p","x","y","g","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","g"
"4991","p","f","f","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","d"
"4992","p","x","f","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","y","d"
"4993","p","x","y","g","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4994","e","f","s","b","t","n","f","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","w"
"4995","p","f","f","g","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4996","p","f","y","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","d"
"4997","e","x","s","n","t","n","f","c","b","w","e","?","s","s","w","e","p","w","t","e","w","c","w"
"4998","p","f","f","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","p"
