"","Id","Months_since_Last_Donation","Number_of_Donations","Total_Volume_Donated_cc","Months_since_First_Donation","Made_Donation_in_March_2007","predictedProbabilities","stdResiduals","studentResiduals","dfbeta.(Intercept)","dfbeta.Months_since_Last_Donation","dfbeta.Number_of_Donations","dfbeta.Months_since_First_Donation","dffit","leverage","cooksDistance"
"473",425, 4, 1, 250, 4,"Not_Donated",0.277860906,-0.8097229,-0.8085663,-1.448287e-02, 1.820136e-04, 2.936333e-04, 2.000486e-04,-0.069805966,0.006979661,6.808707e-04
"385",673,35, 3, 750,64,"Not_Donated",0.006955874,-0.1183269,-0.1182408, 6.152606e-04,-1.197505e-04, 6.310444e-05,-1.215121e-05,-0.006580400,0.002920741,5.144662e-06
"288", 73,11, 3, 750,40,"Donated",0.107940961, 2.1144933, 2.1182840, 3.290925e-03, 9.894096e-04,-3.134111e-03, 5.962364e-04, 0.141708734,0.004191458,8.732946e-03
"347",210,23, 2, 500,28,"Not_Donated",0.040445472,-0.2882146,-0.2877936, 9.904662e-04,-4.461454e-04, 1.079714e-04, 1.085407e-05,-0.022940085,0.005963686,6.359904e-05
"569",337,23, 1, 250,23,"Not_Donated",0.038763329,-0.2820349,-0.2816225, 7.441851e-04,-4.332610e-04, 1.149800e-04, 1.587596e-05,-0.022449578,0.005964454,6.085519e-05
"320",412,16, 4,1000,45,"Not_Donated",0.072273080,-0.3882580,-0.3878191, 1.090559e-03,-3.891159e-04, 3.902042e-04,-7.755605e-05,-0.027420137,0.004700423,9.241144e-05
"534",697,14, 1, 250,14,"Not_Donated",0.105054766,-0.4724778,-0.4718542,-1.696133e-03,-5.722879e-04, 2.165241e-04, 6.005378e-05,-0.036435850,0.005598437,1.661508e-04
"42",471, 2, 2, 500, 2,"Not_Donated",0.362528516,-0.9534379,-0.9517839,-2.009856e-02, 5.760955e-04,-2.607842e-04, 3.601998e-04,-0.095574963,0.009408073,1.363115e-03
"117",135, 4, 2, 500, 9,"Donated",0.286822745, 1.5850456, 1.5850248, 2.590194e-02,-4.317106e-04,-4.292045e-04,-3.231475e-04, 0.124835521,0.005806408,3.651653e-03
"460",503, 2, 3, 750,24,"Not_Donated",0.290934198,-0.8317336,-0.8307227,-1.254202e-02, 8.178035e-04, 1.028415e-03,-1.350961e-04,-0.066581061,0.006023319,6.253624e-04
"371",117,23, 1, 250,23,"Not_Donated",0.038763329,-0.2820349,-0.2816225, 7.441851e-04,-4.332610e-04, 1.149800e-04, 1.587596e-05,-0.022449578,0.005964454,6.085519e-05
"115",151, 4, 3, 750,16,"Not_Donated",0.286950109,-0.8243191,-0.8235585,-1.175927e-02, 2.974028e-04, 2.981660e-04, 8.488150e-05,-0.057331054,0.004553512,4.623141e-04
"348", 27,21, 1, 250,21,"Not_Donated",0.048646342,-0.3167787,-0.3163092, 5.472328e-04,-4.816826e-04, 1.345898e-04, 2.173675e-05,-0.025455793,0.006077857,7.864914e-05
"522",639,16, 3, 750,23,"Not_Donated",0.097453849,-0.4541628,-0.4535406, 3.766052e-05,-6.441719e-04, 7.993003e-05, 4.985789e-05,-0.035600699,0.005783654,1.579465e-04
"18",345, 2, 3, 750, 4,"Donated",0.388229300, 1.3820930, 1.3810117, 2.779757e-02,-8.181463e-04, 9.419751e-04,-5.855647e-04, 0.138287080,0.009351381,3.753850e-03
"293",122,14, 1, 250,14,"Not_Donated",0.105054766,-0.4724778,-0.4718542,-1.696133e-03,-5.722879e-04, 2.165241e-04, 6.005378e-05,-0.036435850,0.005598437,1.661508e-04
"86",676, 0, 8,2000,59,"Not_Donated",0.333163688,-0.9078708,-0.9049497,-6.524975e-03, 1.777006e-03, 1.722876e-03,-6.745728e-04,-0.121882426,0.016752776,2.164411e-03
"31",298, 2,12,3000,47,"Donated",0.496732909, 1.1895556, 1.1877401, 4.785812e-03,-1.206681e-03, 2.207105e-03,-5.149743e-05, 0.129419040,0.011050467,2.861857e-03
"339",522,18, 8,2000,95,"Not_Donated",0.038297445,-0.2805854,-0.2800364, 2.306686e-03,-1.631945e-04, 4.821652e-04,-1.572200e-04,-0.025854895,0.007976938,8.069781e-05
"528",267,11, 2, 500,25,"Not_Donated",0.125852941,-0.5196572,-0.5191962,-2.202964e-03,-3.591681e-04, 5.048252e-04,-3.380157e-05,-0.033055161,0.003815453,1.383839e-04
"398",157, 4,33,8250,98,"Donated",0.869824572, 0.5421430, 0.5356969,-1.017284e-02,-1.085996e-04, 3.643371e-03,-2.578266e-04, 0.129188368,0.051005827,2.118996e-03
"227", 43,11, 2, 500,14,"Not_Donated",0.154689370,-0.5811801,-0.5805260,-3.611794e-03,-5.481816e-04, 1.400872e-04, 1.003406e-04,-0.042085922,0.004938489,2.281804e-04
"313",354,14, 3, 750,41,"Not_Donated",0.081323875,-0.4127819,-0.4123498, 2.975935e-04,-3.314738e-04, 5.157381e-04,-9.334137e-05,-0.028123615,0.004375835,9.769352e-05
"281",390,14, 2, 500,21,"Donated",0.105113312, 2.1278242, 2.1324606, 4.653876e-03, 2.449271e-03,-1.106427e-03,-1.249742e-04, 0.154312512,0.004903945,1.054061e-02
"29",606, 2,16,4000,64,"Not_Donated",0.557068007,-1.2890328,-1.2861202, 3.787200e-03, 1.472494e-03,-3.327661e-03,-8.487051e-05,-0.188696524,0.019816721,6.485275e-03
"450",211, 2, 1, 250, 2,"Not_Donated",0.327908386,-0.8955079,-0.8939516,-1.917791e-02, 5.861159e-04, 2.829368e-04, 2.436076e-04,-0.087743858,0.008994638,1.117109e-03
"214",480,16, 7,1750,28,"Not_Donated",0.151633363,-0.5761004,-0.5749077, 1.940969e-03,-1.054262e-03,-6.905573e-04, 1.836677e-04,-0.056621758,0.009059743,4.122609e-04
"4",160, 2,20,5000,45,"Donated",0.778435500, 0.7196296, 0.7145326,-1.627725e-03,-2.513487e-04, 4.251479e-03,-5.623784e-04, 0.136010435,0.032688791,2.485902e-03
"278",668, 4, 3, 750,71,"Not_Donated",0.108177857,-0.4827744,-0.4807763,-1.441925e-03, 5.153509e-04, 1.828991e-03,-4.739644e-04,-0.066347116,0.017565445,5.518894e-04
"532",611,14, 3, 750,33,"Not_Donated",0.095344456,-0.4486172,-0.4481650,-7.375239e-05,-4.371963e-04, 3.853617e-04,-4.446405e-05,-0.030121527,0.004249963,1.129371e-04
"318",163,16, 1, 250,16,"Not_Donated",0.084732476,-0.4220432,-0.4214533,-7.133818e-04,-5.690006e-04, 1.918010e-04, 4.551438e-05,-0.033282658,0.005853682,1.370788e-04
"130",227, 2, 1, 250, 2,"Not_Donated",0.327908386,-0.8955079,-0.8939516,-1.917791e-02, 5.861159e-04, 2.829368e-04, 2.436076e-04,-0.087743858,0.008994638,1.117109e-03
"44",712, 2,11,2750,46,"Not_Donated",0.463933237,-1.1219862,-1.1203679,-5.717607e-03, 1.184564e-03,-1.495053e-03,-3.266776e-05,-0.112596922,0.009421240,2.077336e-03
"271",488,11, 5,1250,50,"Not_Donated",0.116759134,-0.4994835,-0.4989359, 4.054861e-04,-2.096496e-04, 6.989119e-04,-1.779971e-04,-0.035225756,0.004686205,1.563338e-04
"121",651, 2, 2, 500,11,"Not_Donated",0.318505850,-0.8787653,-0.8775881,-1.645523e-02, 6.894345e-04, 5.264527e-04, 9.545187e-05,-0.075081786,0.006854565,8.119878e-04
"131",550, 2, 1, 250, 2,"Donated",0.327908386, 1.5000942, 1.4995483, 3.212554e-02,-9.818217e-04,-4.739565e-04,-4.080750e-04, 0.147236237,0.008994638,4.692968e-03
"328",378,23, 2, 500,23,"Not_Donated",0.044895123,-0.3041238,-0.3036232, 9.730009e-04,-5.100310e-04, 5.493765e-05, 3.134503e-05,-0.025736924,0.006736305,8.023811e-05
"123", 79, 2, 1, 250, 2,"Donated",0.327908386, 1.5000942, 1.4995483, 3.212554e-02,-9.818217e-04,-4.739565e-04,-4.080750e-04, 0.147236237,0.008994638,4.692968e-03
"187",717, 8, 9,2250,58,"Not_Donated",0.215148987,-0.6981143,-0.6972302, 1.597516e-03, 6.298145e-07, 4.186846e-04,-2.638358e-04,-0.054957129,0.005828996,4.041696e-04
"17",638, 2, 6,1500,15,"Donated",0.441556168, 1.2839712, 1.2827643, 2.009149e-02,-8.453110e-04, 1.819853e-03,-5.180848e-04, 0.120924825,0.008299256,2.668157e-03
"551",365,14, 2, 500,35,"Donated",0.079663999, 2.2542776, 2.2605000, 9.362335e-04, 1.883676e-03,-2.792791e-03, 4.063292e-04, 0.153285044,0.004308063,1.255037e-02
"207",257,11,14,3500,73,"Donated",0.241274978, 1.6965227, 1.6976003,-2.017012e-02, 1.054997e-03, 1.502448e-03, 4.852294e-04, 0.192812240,0.012005186,9.668781e-03
"479",273, 9, 9,2250,54,"Not_Donated",0.213516260,-0.6947802,-0.6940434, 1.818048e-03,-1.938132e-04, 1.418662e-04,-1.784324e-04,-0.049992514,0.004874559,3.340880e-04
"63",395, 2, 2, 500, 4,"Donated",0.352512047, 1.4503454, 1.4495989, 2.981709e-02,-9.366385e-04, 1.083376e-04,-4.592911e-04, 0.139416846,0.008633546,4.033838e-03
"408",366, 4, 5,1250,16,"Donated",0.353489642, 1.4461247, 1.4456460, 1.935922e-02,-3.618022e-04, 1.160964e-03,-4.420948e-04, 0.110641536,0.005486754,2.536490e-03
"218",120, 4, 4,1000,46,"Not_Donated",0.196056871,-0.6633141,-0.6621382,-4.688365e-03, 5.507196e-04, 1.512590e-03,-3.702508e-04,-0.061344182,0.008027759,4.973843e-04
"216",215, 4, 5,1250,58,"Not_Donated",0.179531674,-0.6327495,-0.6311180,-2.729940e-03, 6.144338e-04, 1.697122e-03,-4.709531e-04,-0.070218082,0.011519397,6.449302e-04
"507",148,11, 3, 750,26,"Not_Donated",0.141039248,-0.5524287,-0.5519649,-2.039638e-03,-4.178739e-04, 3.645172e-04,-9.924445e-06,-0.034359127,0.003648128,1.508521e-04
"39",134, 4, 9,2250,28,"Donated",0.437239522, 1.2912216, 1.2901284, 1.032748e-02,-3.496138e-04, 2.672242e-03,-4.666961e-04, 0.116489423,0.007620232,2.489755e-03
"431",288, 3, 8,2000,50,"Not_Donated",0.312509773,-0.8689139,-0.8676460,-4.637222e-03, 8.959760e-04, 7.008778e-04,-3.520749e-04,-0.077218794,0.007411791,8.549132e-04
"570",496,23, 1, 250,23,"Not_Donated",0.038763329,-0.2820349,-0.2816225, 7.441851e-04,-4.332610e-04, 1.149800e-04, 1.587596e-05,-0.022449578,0.005964454,6.085519e-05
"11",460, 2,10,2500,28,"Donated",0.523659514, 1.1437751, 1.1419051, 1.098185e-02,-7.982104e-04, 2.940182e-03,-4.803423e-04, 0.124151323,0.011002885,2.558144e-03
"279",194,21,13,3250,57,"Not_Donated",0.127948238,-0.5274366,-0.5255074, 7.742082e-03,-1.239732e-03,-9.723355e-04, 1.034183e-04,-0.068536632,0.015731565,5.956304e-04
"400",280, 4,10,2500,28,"Donated",0.475240530, 1.2259919, 1.2243936, 8.795282e-03,-2.503409e-04, 3.318293e-03,-5.729999e-04, 0.127498937,0.010104525,2.846584e-03
"84", 94, 2, 5,1250,26,"Not_Donated",0.347975014,-0.9273044,-0.9263816,-1.273862e-02, 8.766069e-04, 2.888419e-04,-3.016492e-05,-0.069553466,0.005289841,7.133019e-04
"477",123,11, 6,1500,28,"Not_Donated",0.199322837,-0.6682675,-0.6676131,-1.199245e-03,-6.649404e-04,-3.761684e-04, 1.183191e-04,-0.045922398,0.004448279,2.793212e-04
"151",725, 4, 5,1250,34,"Not_Donated",0.269686076,-0.7944512,-0.7937782,-7.330184e-03, 4.862509e-04, 7.139352e-04,-1.631923e-04,-0.052448820,0.004105252,3.821218e-04
"449", 68, 2, 1, 250, 2,"Not_Donated",0.327908386,-0.8955079,-0.8939516,-1.917791e-02, 5.861159e-04, 2.829368e-04, 2.436076e-04,-0.087743858,0.008994638,1.117109e-03
"446",640, 2, 1, 250, 2,"Not_Donated",0.327908386,-0.8955079,-0.8939516,-1.917791e-02, 5.861159e-04, 2.829368e-04, 2.436076e-04,-0.087743858,0.008994638,1.117109e-03
"200",669,12,13,3250,59,"Not_Donated",0.251503966,-0.7651231,-0.7634648, 7.568245e-03,-8.221104e-04,-1.278824e-03, 1.100595e-05,-0.080288699,0.010308197,8.840526e-04
"77",311, 4, 2, 500, 4,"Not_Donated",0.309631394,-0.8640313,-0.8627760,-1.524446e-02, 1.455956e-04,-1.722309e-04, 3.026863e-04,-0.076486710,0.007354908,8.369379e-04
"571",169,23, 1, 250,23,"Not_Donated",0.038763329,-0.2820349,-0.2816225, 7.441851e-04,-4.332610e-04, 1.149800e-04, 1.587596e-05,-0.022449578,0.005964454,6.085519e-05
"575",541,39, 1, 250,39,"Not_Donated",0.005998438,-0.1098661,-0.1097808, 4.980197e-04,-1.277691e-04, 2.718591e-05, 6.181657e-07,-0.006306609,0.003111278,4.723203e-06
"152",367, 4, 5,1250,35,"Donated",0.265413189, 1.6322603, 1.6324106, 1.469737e-02,-1.028347e-03,-1.607813e-03, 3.777452e-04, 0.109993428,0.004255873,2.969982e-03
"573",433,16, 3, 750,86,"Not_Donated",0.026609324,-0.2330401,-0.2326502, 9.560051e-04,-6.692107e-05, 5.090194e-04,-1.309499e-04,-0.019783200,0.006778943,4.696310e-05
"471",158, 4, 1, 250, 4,"Not_Donated",0.277860906,-0.8097229,-0.8085663,-1.448287e-02, 1.820136e-04, 2.936333e-04, 2.000486e-04,-0.069805966,0.006979661,6.808707e-04
"98",667, 2, 3, 750,16,"Donated",0.328182849, 1.4973023, 1.4969342, 2.559195e-02,-1.254237e-03,-7.557586e-04,-9.322030e-05, 0.120267568,0.006041853,3.129747e-03
"463",230, 9, 3, 750,14,"Not_Donated",0.205673702,-0.6802133,-0.6795153,-5.566614e-03,-4.839558e-04,-8.197826e-05, 1.616686e-04,-0.047983367,0.004686130,3.062063e-04
"555",387,21, 3, 750,35,"Not_Donated",0.048703998,-0.3168883,-0.3164588, 1.171554e-03,-4.552731e-04, 1.621542e-04,-8.664531e-06,-0.024345892,0.005558465,7.194246e-05
"54",507, 3,16,4000,74,"Not_Donated",0.478591174,-1.1534034,-1.1498270, 7.137100e-03, 1.316052e-03,-1.880363e-03,-4.045149e-04,-0.173720879,0.020970302,5.020411e-03
"112",  3, 9, 5,1250,19,"Not_Donated",0.239810657,-0.7423104,-0.7415521,-4.659580e-03,-5.695388e-04,-5.539217e-04, 2.197877e-04,-0.053048810,0.004807940,3.828529e-04
"282",325,23,15,3750,57,"Not_Donated",0.141056486,-0.5582211,-0.5551197, 1.022024e-02,-1.620285e-03,-1.617139e-03, 2.139796e-04,-0.090147927,0.024089506,1.038428e-03
"462",375, 2, 2, 500,14,"Not_Donated",0.304478743,-0.8549532,-0.8538474,-1.533811e-02, 7.186247e-04, 7.489372e-04, 1.936868e-05,-0.071165064,0.006508776,7.217019e-04
"89",535, 4, 9,2250,46,"Not_Donated",0.344150161,-0.9210665,-0.9200981,-3.898385e-03, 6.135273e-04,-2.021534e-04,-1.640205e-04,-0.070833887,0.005559607,7.375138e-04
"334",505,16, 7,1750,87,"Donated",0.047051759, 2.4824147, 2.5053103,-1.735321e-02, 1.202543e-03,-4.637028e-03, 1.435284e-03, 0.230914682,0.008011336,4.122161e-02
"453",237, 2, 1, 250, 2,"Not_Donated",0.327908386,-0.8955079,-0.8939516,-1.917791e-02, 5.861159e-04, 2.829368e-04, 2.436076e-04,-0.087743858,0.008994638,1.117109e-03
"33", 92, 4, 7,1750,22,"Donated",0.394591116, 1.3678839, 1.3671610, 1.474933e-02,-3.573168e-04, 1.955089e-03,-4.572101e-04, 0.109780267,0.006037097,2.343847e-03
"276",572,14, 6,1500,51,"Not_Donated",0.101307824,-0.4633120,-0.4627874, 1.671584e-03,-4.018511e-04, 4.071290e-04,-1.149781e-04,-0.033041259,0.004791802,1.363462e-04
"287",714,14, 4,1000,40,"Not_Donated",0.095398168,-0.4487551,-0.4483004, 5.287825e-04,-4.116407e-04, 4.121169e-04,-7.386209e-05,-0.030209848,0.004272199,1.136038e-04
"38",665, 4,20,5000,69,"Donated",0.631681409, 0.9733402, 0.9679480,-9.417462e-03,-4.689227e-04, 4.451777e-03,-2.285879e-04, 0.176809518,0.030241845,4.687561e-03
"435",729, 4, 6,1500,35,"Not_Donated",0.296344478,-0.8400426,-0.8393889,-7.140942e-03, 4.945930e-04, 3.804229e-04,-1.221050e-04,-0.053922692,0.003881182,4.118305e-04
"533",368,14, 1, 250,14,"Not_Donated",0.105054766,-0.4724778,-0.4718542,-1.696133e-03,-5.722879e-04, 2.165241e-04, 6.005378e-05,-0.036435850,0.005598437,1.661508e-04
"574",360,21, 2, 500,52,"Not_Donated",0.029426415,-0.2449521,-0.2446852, 9.184745e-04,-2.369884e-04, 2.944487e-04,-5.686116e-05,-0.016778409,0.004423763,3.382920e-05
"405",699, 4, 9,2250,28,"Not_Donated",0.437239522,-1.0763974,-1.0750667,-8.609264e-03, 2.914476e-04,-2.227654e-03, 3.890505e-04,-0.097049983,0.007620232,1.502963e-03
"344", 78,23, 2, 500,26,"Not_Donated",0.042172253,-0.2944765,-0.2940263, 9.852259e-04,-4.707514e-04, 8.818432e-05, 1.856959e-05,-0.023993798,0.006247776,6.963837e-05
"179",217, 4, 1, 250, 4,"Not_Donated",0.277860906,-0.8097229,-0.8085663,-1.448287e-02, 1.820136e-04, 2.936333e-04, 2.000486e-04,-0.069805966,0.006979661,6.808707e-04
"521",524,16,10,2500,62,"Not_Donated",0.118842418,-0.5048845,-0.5040186, 4.627466e-03,-6.356098e-04,-9.075292e-06,-9.451084e-05,-0.044619529,0.007339121,2.511309e-04
"448",409, 2, 1, 250, 2,"Not_Donated",0.327908386,-0.8955079,-0.8939516,-1.917791e-02, 5.861159e-04, 2.829368e-04, 2.436076e-04,-0.087743858,0.008994638,1.117109e-03
"189",649,11,22,5500,98,"Not_Donated",0.385851905,-1.0075665,-1.0004551, 2.589792e-02,-6.774007e-04,-3.410735e-03,-2.749115e-04,-0.210338671,0.039551044,6.734369e-03
"285",608,16, 5,1250,40,"Donated",0.091953777, 2.1901510, 2.1959570,-6.723538e-03, 2.687257e-03,-1.021033e-03, 1.642290e-04, 0.159898280,0.004966456,1.238368e-02
"327",593,16, 5,1250,60,"Not_Donated",0.061450763,-0.3571181,-0.3566481, 1.597289e-03,-2.826122e-04, 4.915146e-04,-1.273353e-04,-0.027134475,0.005437010,8.997167e-05
"163",533,11, 9,2250,38,"Not_Donated",0.240705605,-0.7443186,-0.7433833, 1.536555e-03,-7.727668e-04,-9.771393e-04, 1.427281e-04,-0.059048332,0.005918186,4.746356e-04
"354",339,21, 1, 250,21,"Not_Donated",0.048646342,-0.3167787,-0.3163092, 5.472328e-04,-4.816826e-04, 1.345898e-04, 2.173675e-05,-0.025455793,0.006077857,7.864914e-05
"5",358, 1,24,6000,77,"Not_Donated",0.780530155,-1.7748562,-1.7805360, 1.705659e-02, 1.714162e-03,-9.155392e-03, 5.012493e-04,-0.359571405,0.037152139,3.563062e-02
"322",614,16, 1, 250,16,"Not_Donated",0.084732476,-0.4220432,-0.4214533,-7.133818e-04,-5.690006e-04, 1.918010e-04, 4.551438e-05,-0.033282658,0.005853682,1.370788e-04
"100",421, 2, 6,1500,41,"Donated",0.309647972, 1.5366303, 1.5363651, 1.498087e-02,-1.821222e-03,-1.779206e-03, 5.555267e-04, 0.133202314,0.007027845,3.972742e-03
"319",347,16, 1, 250,16,"Not_Donated",0.084732476,-0.4220432,-0.4214533,-7.133818e-04,-5.690006e-04, 1.918010e-04, 4.551438e-05,-0.033282658,0.005853682,1.370788e-04
"217",670, 4, 5,1250,58,"Not_Donated",0.179531674,-0.6327495,-0.6311180,-2.729940e-03, 6.144338e-04, 1.697122e-03,-4.709531e-04,-0.070218082,0.011519397,6.449302e-04
"174",684, 4, 1, 250, 4,"Not_Donated",0.277860906,-0.8097229,-0.8085663,-1.448287e-02, 1.820136e-04, 2.936333e-04, 2.000486e-04,-0.069805966,0.006979661,6.808707e-04
"350",208,21, 1, 250,21,"Not_Donated",0.048646342,-0.3167787,-0.3163092, 5.472328e-04,-4.816826e-04, 1.345898e-04, 2.173675e-05,-0.025455793,0.006077857,7.864914e-05
"365",604,23, 3, 750,40,"Not_Donated",0.036441873,-0.2732016,-0.2728474, 1.229223e-03,-3.799192e-04, 1.603205e-04,-1.730838e-05,-0.020456064,0.005281303,5.046652e-05
"499",223, 9, 1, 250, 9,"Not_Donated",0.175275709,-0.6224251,-0.6217038,-6.105304e-03,-4.079868e-04, 2.725075e-04, 1.142382e-04,-0.046100145,0.005164430,2.772507e-04
"153",605, 4, 7,1750,52,"Not_Donated",0.253092045,-0.7668116,-0.7656147,-3.356546e-03, 6.548419e-04, 1.085480e-03,-3.851545e-04,-0.068252008,0.007437809,6.395596e-04
"270",584,11, 2, 500,21,"Not_Donated",0.135765318,-0.5412891,-0.5407890,-2.666355e-03,-4.216739e-04, 3.905304e-04, 9.034888e-06,-0.035259346,0.004000251,1.583675e-04
"62", 45, 2, 2, 500, 4,"Not_Donated",0.352512047,-0.9364191,-0.9349072,-1.925148e-02, 6.047430e-04,-6.994842e-05, 2.965424e-04,-0.089883491,0.008633546,1.195647e-03
"390",732, 2,11,2750,23,"Not_Donated",0.588310450,-1.3433107,-1.3411680,-1.289330e-02, 6.767900e-04,-4.920187e-03, 8.978610e-04,-0.178358394,0.016354957,6.038781e-03
"114", 29, 2, 9,2250,74,"Not_Donated",0.257013017,-0.7787605,-0.7754502,-8.742873e-04, 1.275562e-03, 1.912208e-03,-7.492684e-04,-0.115280005,0.020305128,1.829524e-03
"459",681, 4, 6,1500,43,"Not_Donated",0.261303941,-0.7803733,-0.7795078,-5.290269e-03, 5.729177e-04, 9.048804e-04,-2.772245e-04,-0.058730069,0.005328538,4.762872e-04
"562", 60,21, 1, 250,21,"Not_Donated",0.048646342,-0.3167787,-0.3163092, 5.472328e-04,-4.816826e-04, 1.345898e-04, 2.173675e-05,-0.025455793,0.006077857,7.864914e-05
"283",326,14, 4,1000,38,"Not_Donated",0.099228484,-0.4581470,-0.4576867, 4.399244e-04,-4.407267e-04, 3.718290e-04,-5.997175e-05,-0.030750444,0.004246865,1.179579e-04
"103",284, 2, 5,1250,34,"Not_Donated",0.309514906,-0.8632678,-0.8622359,-1.023682e-02, 9.443360e-04, 9.185330e-04,-2.229013e-04,-0.069270606,0.006051213,6.864070e-04
"537",462,17, 7,1750,58,"Donated",0.077780252, 2.2665523, 2.2751418,-1.444527e-02, 2.524340e-03,-1.640895e-03, 5.481693e-04, 0.178148058,0.005747011,1.723270e-02
"37",286, 2, 5,1250,16,"Not_Donated",0.398934350,-1.0124225,-1.0112361,-1.629189e-02, 7.484924e-04,-6.968342e-04, 2.700095e-04,-0.085724393,0.006728773,1.131670e-03
"510", 13,16, 2, 500,16,"Not_Donated",0.097399105,-0.4541826,-0.4534876,-5.785571e-04,-6.706466e-04, 5.280434e-05, 7.990231e-05,-0.037633973,0.006458220,1.764980e-04
"20",372, 4,11,2750,28,"Not_Donated",0.513530456,-1.2084407,-1.2063173,-7.614230e-03, 1.640888e-04,-4.030270e-03, 6.909735e-04,-0.143442561,0.013125032,3.556531e-03
"41",391, 2, 2, 500, 2,"Not_Donated",0.362528516,-0.9534379,-0.9517839,-2.009856e-02, 5.760955e-04,-2.607842e-04, 3.601998e-04,-0.095574963,0.009408073,1.363115e-03
"240",549, 4, 5,1250,74,"Not_Donated",0.133727485,-0.5407215,-0.5384646,-8.906423e-04, 6.082299e-04, 1.900465e-03,-5.396206e-04,-0.075285989,0.018018679,7.211451e-04
"56",214, 0, 2, 500, 4,"Not_Donated",0.397908428,-1.0128146,-1.0109017,-2.376138e-02, 1.160720e-03, 5.891575e-05, 2.816438e-04,-0.108986304,0.010822807,1.827479e-03
"326",177,14, 4,1000,57,"Not_Donated",0.067855218,-0.3759048,-0.3754107, 1.022131e-03,-2.188827e-04, 6.265809e-04,-1.514530e-04,-0.028597569,0.005450338,1.002791e-04
"512",411,11, 8,2000,72,"Not_Donated",0.114718778,-0.4957196,-0.4947561, 2.634042e-03,-1.063683e-04, 8.177607e-04,-2.911281e-04,-0.046593910,0.008293845,2.732015e-04
"286",318, 4, 2, 500,51,"Donated",0.138637335, 1.9996934, 2.0064048, 1.339970e-02,-1.803194e-03,-6.408885e-03, 1.471143e-03, 0.225113419,0.011750138,1.868768e-02
"266", 77,11, 1, 250,11,"Not_Donated",0.143548388,-0.5581605,-0.5574903,-3.945907e-03,-5.116329e-04, 2.522017e-04, 8.913150e-05,-0.041584287,0.005226172,2.212944e-04
"50",502, 2, 7,1750,28,"Donated",0.409736882, 1.3398239, 1.3390579, 1.614295e-02,-1.189839e-03, 9.316521e-04,-1.455990e-04, 0.106568714,0.005931532,2.161797e-03
"557",610,21, 3, 750,38,"Not_Donated",0.045761190,-0.3068899,-0.3064930, 1.178262e-03,-4.188282e-04, 1.920383e-04,-1.992975e-05,-0.023011061,0.005295964,6.417081e-05
"23",734, 4,14,3500,40,"Not_Donated",0.562728536,-1.2974871,-1.2949962,-1.577113e-03, 2.783121e-04,-5.112099e-03, 6.617685e-04,-0.177075337,0.017268203,5.752610e-03
"260",413,11, 3, 750,28,"Not_Donated",0.135838381,-0.5413338,-0.5408853,-1.819148e-03,-3.854242e-04, 4.278903e-04,-3.227463e-05,-0.033387807,0.003587753,1.420077e-04
"333",266, 9, 2, 500,52,"Not_Donated",0.088424282,-0.4318478,-0.4311133,-8.384818e-04, 2.270964e-05, 1.075470e-03,-2.387257e-04,-0.037632383,0.007138364,1.756063e-04
"525",430,11, 7,1750,75,"Not_Donated",0.094311773,-0.4471360,-0.4461746, 2.104516e-03,-5.135259e-05, 9.198717e-04,-2.919289e-04,-0.043927127,0.009054617,2.400479e-04
"376",576,23, 1, 250,23,"Not_Donated",0.038763329,-0.2820349,-0.2816225, 7.441851e-04,-4.332610e-04, 1.149800e-04, 1.587596e-05,-0.022449578,0.005964454,6.085519e-05
"99",308, 4, 5,1250,26,"Donated",0.305385958, 1.5430903, 1.5429731, 1.704430e-02,-7.095763e-04,-2.693716e-04,-1.909736e-05, 0.096673997,0.003683103,2.109859e-03
"519",100,16,15,3750,87,"Not_Donated",0.144021782,-0.5617660,-0.5598997, 9.345385e-03,-6.703668e-04,-2.193668e-04,-2.140010e-04,-0.069919725,0.014450466,6.257926e-04
"415",170, 2, 8,2000,38,"Donated",0.394163557, 1.3688285, 1.3680816, 1.252723e-02,-1.434710e-03, 3.978865e-04, 1.243324e-04, 0.111799890,0.006251244,2.432384e-03
"237",114,14, 2, 500,14,"Not_Donated",0.120359867,-0.5080001,-0.5072744,-1.642332e-03,-6.758322e-04, 4.213260e-05, 1.025767e-04,-0.040970715,0.006119667,2.119221e-04
"565",674,21, 2, 500,33,"Not_Donated",0.043868071,-0.3003183,-0.2999338, 8.979273e-04,-4.078694e-04, 1.971097e-04,-1.293759e-05,-0.022392440,0.005237280,6.070682e-05
"496",342, 2, 2, 500,33,"Not_Donated",0.224375830,-0.7160435,-0.7146755,-9.385554e-03, 8.168540e-04, 1.739705e-03,-3.335486e-04,-0.069613342,0.008862405,6.524518e-04
"233",304, 2, 4,1000,70,"Not_Donated",0.149236257,-0.5747127,-0.5718996,-2.688107e-03, 8.704187e-04, 2.260874e-03,-6.130284e-04,-0.087262562,0.021354014,9.777631e-04
"370",514,23, 6,1500,70,"Not_Donated",0.030198854,-0.2483050,-0.2479808, 1.756248e-03,-2.721834e-04, 2.374735e-04,-6.621151e-05,-0.018628957,0.005302415,4.171952e-05
"366",739,23, 3, 750,41,"Not_Donated",0.035683925,-0.2702818,-0.2699366, 1.223845e-03,-3.696748e-04, 1.673247e-04,-2.002133e-05,-0.020081827,0.005200835,4.861782e-05
